Question_ID,Match_Status,Golden_Answers,Predicted_Answers,Option,Logit_Score,Full_Input_Sequence
q-2214,Correct,B,B,B,0.9998,"[CLS] The IAEA will maintain an on-site presence for the duration of the release. | Japan announced its plan to release treated Fukushima wastewater into the sea. [SEP] As Japan releases Fukushima wastewater into the ocean, a fallout of fear follows: Danity Laukon was sitting in her bedroom in her two-bedroom flat in Suva, Fiji, when she got the call. It was November 2021, and her dad, more than 1,800 miles away at her home in Majuro in the Marshall Islands, had died after a battle with diabetes.

This story was originally published by Grist and China bans seafood from Japan after Tokyo begins releasing treated radioactive water: CNN —

China announced Thursday it was banning all seafood from Japan in response to Tokyo’s decision to begin releasing treated radioactive wastewater from the Fukushima nuclear plant, dramatically escalating an already tense feud between the two neighbors.

The release is part of a controversial p Reactions to Japan's release of treated Fukushima water into the Pacific Ocean: There is an understandable perception that all radioactive materials are always and everywhere dangerous, particularly liquid waste, but not all radioactive materials are dangerous. The Fukushima water discharge will contain only harmless tritium and is not a unique event. Nuclear power plants world Worries over seafood safety mount as Japan releases Fukushima water into the Pacific: Worries over seafood safety mount as Japan releases Fukushima water into the Pacific

Enlarge this image toggle caption Jiji Press/AFP via Getty Images Jiji Press/AFP via Getty Images

FUKUSHIMA, Japan — Japan began releasing water from its crippled Fukushima nuclear plant into the Pacific Ocean Thu Japan Begins Releasing Treated Radioactive Water at Fukushima (Published 2023): Why It Matters

In the two years since Japan announced its plan to release the wastewater into the sea, the plan has provoked serious political tensions with nearby China and South Korea, as well as anxiety at home. The Chinese government had previously criticized the plan as unsafe; in South Korea, Japan to Release Treated Water From Ruined Nuclear Plant Despite Concerns (Published 2023): For Japan, it is as much a political problem as it is an engineering or environmental one. Despite the determination by the international agency that it was safe to release the water, opponents at home and in neighboring countries have questioned both the government and the agency’s motives. When Ja Japan Will Release Nuclear Wastewater From Ruined Fukushima Plant Into The Pacific Ocean From Thursday—Here’s What To Know: ## Topline

Japan will begin discharging treated radioactive water from the stricken Fukushima Daiichi nuclear plant into the sea as early as Thursday, Prime Minister Fumio Kishida announced Tuesday, a controversial but expected move that has provoked outrage among fishing organizations and nearby c A Time Series of Photo-Synthetically Available Radiation at the Ocean Surface from SeaWiFS and MODIS Data: Get The Data Photosynthetically Available Radiation (PAR) Data This algorithm estimates daily PAR at the ocean surface. The algorithm is applicable to MODIS, MERIS, SeaWiFS, and VIIRS, but it can be operated on all ocean color sensors.

Principal Investigator (PI): Robert Frouin, Scripps Institution [SEP]"
q-2214,Correct,B,B,C,0.0001,"[CLS] The IAEA will maintain an on-site presence for the duration of the release. | South Korea banned seafood imports from the Fukushima area. [SEP] As Japan releases Fukushima wastewater into the ocean, a fallout of fear follows: Danity Laukon was sitting in her bedroom in her two-bedroom flat in Suva, Fiji, when she got the call. It was November 2021, and her dad, more than 1,800 miles away at her home in Majuro in the Marshall Islands, had died after a battle with diabetes.

This story was originally published by Grist and China bans seafood from Japan after Tokyo begins releasing treated radioactive water: CNN —

China announced Thursday it was banning all seafood from Japan in response to Tokyo’s decision to begin releasing treated radioactive wastewater from the Fukushima nuclear plant, dramatically escalating an already tense feud between the two neighbors.

The release is part of a controversial p Reactions to Japan's release of treated Fukushima water into the Pacific Ocean: There is an understandable perception that all radioactive materials are always and everywhere dangerous, particularly liquid waste, but not all radioactive materials are dangerous. The Fukushima water discharge will contain only harmless tritium and is not a unique event. Nuclear power plants world Worries over seafood safety mount as Japan releases Fukushima water into the Pacific: Worries over seafood safety mount as Japan releases Fukushima water into the Pacific

Enlarge this image toggle caption Jiji Press/AFP via Getty Images Jiji Press/AFP via Getty Images

FUKUSHIMA, Japan — Japan began releasing water from its crippled Fukushima nuclear plant into the Pacific Ocean Thu Japan Begins Releasing Treated Radioactive Water at Fukushima (Published 2023): Why It Matters

In the two years since Japan announced its plan to release the wastewater into the sea, the plan has provoked serious political tensions with nearby China and South Korea, as well as anxiety at home. The Chinese government had previously criticized the plan as unsafe; in South Korea, Japan to Release Treated Water From Ruined Nuclear Plant Despite Concerns (Published 2023): For Japan, it is as much a political problem as it is an engineering or environmental one. Despite the determination by the international agency that it was safe to release the water, opponents at home and in neighboring countries have questioned both the government and the agency’s motives. When Ja Japan Will Release Nuclear Wastewater From Ruined Fukushima Plant Into The Pacific Ocean From Thursday—Here’s What To Know: ## Topline

Japan will begin discharging treated radioactive water from the stricken Fukushima Daiichi nuclear plant into the sea as early as Thursday, Prime Minister Fumio Kishida announced Tuesday, a controversial but expected move that has provoked outrage among fishing organizations and nearby c A Time Series of Photo-Synthetically Available Radiation at the Ocean Surface from SeaWiFS and MODIS Data: Get The Data Photosynthetically Available Radiation (PAR) Data This algorithm estimates daily PAR at the ocean surface. The algorithm is applicable to MODIS, MERIS, SeaWiFS, and VIIRS, but it can be operated on all ocean color sensors.

Principal Investigator (PI): Robert Frouin, Scripps Institution [SEP]"
q-2214,Correct,B,B,D,0.0001,"[CLS] The IAEA will maintain an on-site presence for the duration of the release. | A huge earthquake and tsunami in 2011 caused a meltdown at the Fukushima plant. [SEP] As Japan releases Fukushima wastewater into the ocean, a fallout of fear follows: Danity Laukon was sitting in her bedroom in her two-bedroom flat in Suva, Fiji, when she got the call. It was November 2021, and her dad, more than 1,800 miles away at her home in Majuro in the Marshall Islands, had died after a battle with diabetes.

This story was originally published by Grist and China bans seafood from Japan after Tokyo begins releasing treated radioactive water: CNN —

China announced Thursday it was banning all seafood from Japan in response to Tokyo’s decision to begin releasing treated radioactive wastewater from the Fukushima nuclear plant, dramatically escalating an already tense feud between the two neighbors.

The release is part of a controversial p Reactions to Japan's release of treated Fukushima water into the Pacific Ocean: There is an understandable perception that all radioactive materials are always and everywhere dangerous, particularly liquid waste, but not all radioactive materials are dangerous. The Fukushima water discharge will contain only harmless tritium and is not a unique event. Nuclear power plants world Worries over seafood safety mount as Japan releases Fukushima water into the Pacific: Worries over seafood safety mount as Japan releases Fukushima water into the Pacific

Enlarge this image toggle caption Jiji Press/AFP via Getty Images Jiji Press/AFP via Getty Images

FUKUSHIMA, Japan — Japan began releasing water from its crippled Fukushima nuclear plant into the Pacific Ocean Thu Japan Begins Releasing Treated Radioactive Water at Fukushima (Published 2023): Why It Matters

In the two years since Japan announced its plan to release the wastewater into the sea, the plan has provoked serious political tensions with nearby China and South Korea, as well as anxiety at home. The Chinese government had previously criticized the plan as unsafe; in South Korea, Japan to Release Treated Water From Ruined Nuclear Plant Despite Concerns (Published 2023): For Japan, it is as much a political problem as it is an engineering or environmental one. Despite the determination by the international agency that it was safe to release the water, opponents at home and in neighboring countries have questioned both the government and the agency’s motives. When Ja Japan Will Release Nuclear Wastewater From Ruined Fukushima Plant Into The Pacific Ocean From Thursday—Here’s What To Know: ## Topline

Japan will begin discharging treated radioactive water from the stricken Fukushima Daiichi nuclear plant into the sea as early as Thursday, Prime Minister Fumio Kishida announced Tuesday, a controversial but expected move that has provoked outrage among fishing organizations and nearby c A Time Series of Photo-Synthetically Available Radiation at the Ocean Surface from SeaWiFS and MODIS Data: Get The Data Photosynthetically Available Radiation (PAR) Data This algorithm estimates daily PAR at the ocean surface. The algorithm is applicable to MODIS, MERIS, SeaWiFS, and VIIRS, but it can be operated on all ocean color sensors.

Principal Investigator (PI): Robert Frouin, Scripps Institution [SEP]"
q-2215,Correct,"A,C,D","A,C,D",A,0.9998,"[CLS] The military detained Aung San Suu Kyi and other top government figures. | The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data. [SEP] Myanmar’s military has detained leader Aung San Suu Kyi in a coup. Here’s what you need to know: CNN —

Myanmar’s military seized power of the Southeast Asian country in a coup on Monday, after detaining the country’s civilian leader Aung San Suu Kyi and numerous other top government figures.

In a television address, the army announced that power had been handed to the commander-in-chief of th Military stages coup in Myanmar, detains Aung San Suu Kyi: Myanmar’s military staged a coup Monday and detained senior politicians including Nobel laureate Aung San Suu Kyi — a sharp reversal of the significant, if uneven, progress toward democracy the Southeast Asian nation has made following five decades of military rule.

An announcement read on military Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser: Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser

Enlarge this image toggle caption Manan Vatsyayana/AFP via Getty Images Manan Vatsyayana/AFP via Getty Images

A court in military ruled Myanmar has convicted Aung San Suu Kyi and an Australian economic adviser to three Military coup in Myanmar, Aung San Suu Kyi detained: Myanmar’s military has taken power and declared a state of emergency after detaining civilian leader Aung San Suu Kyi and other senior government officials in a series of early morning raids that followed days of escalating tension over the outcome of the November election, which the ruling party wo Myanmar coup: Aung San Suu Kyi detained as military seizes control: Myanmar coup: Aung San Suu Kyi detained as military seizes control

1 February 2021 Share Save Share Save

Myanmar coup: What's happened so far?

Myanmar's military has seized power after detaining Aung San Suu Kyi and other democratically elected leaders.

Troops are patrolling the streets and a ni Myanmar’s Military Stages Coup, Detains Aung San Suu Kyi: Myanmar’s military seized power in a bloodless coup on Monday, detaining democratically elected leader Aung San Suu Kyi as it imposed a one-year state of emergency.

The intervention ended a decade of civilian rule in Myanmar, with the military justifying its power grab by alleging fraud in the Nove [SEP]"
q-2215,Correct,"A,C,D","A,C,D",B,0.0001,"[CLS] The military detained Aung San Suu Kyi and other top government figures. | China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup. [SEP] Myanmar’s military has detained leader Aung San Suu Kyi in a coup. Here’s what you need to know: CNN —

Myanmar’s military seized power of the Southeast Asian country in a coup on Monday, after detaining the country’s civilian leader Aung San Suu Kyi and numerous other top government figures.

In a television address, the army announced that power had been handed to the commander-in-chief of th Military stages coup in Myanmar, detains Aung San Suu Kyi: Myanmar’s military staged a coup Monday and detained senior politicians including Nobel laureate Aung San Suu Kyi — a sharp reversal of the significant, if uneven, progress toward democracy the Southeast Asian nation has made following five decades of military rule.

An announcement read on military Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser: Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser

Enlarge this image toggle caption Manan Vatsyayana/AFP via Getty Images Manan Vatsyayana/AFP via Getty Images

A court in military ruled Myanmar has convicted Aung San Suu Kyi and an Australian economic adviser to three Military coup in Myanmar, Aung San Suu Kyi detained: Myanmar’s military has taken power and declared a state of emergency after detaining civilian leader Aung San Suu Kyi and other senior government officials in a series of early morning raids that followed days of escalating tension over the outcome of the November election, which the ruling party wo Myanmar coup: Aung San Suu Kyi detained as military seizes control: Myanmar coup: Aung San Suu Kyi detained as military seizes control

1 February 2021 Share Save Share Save

Myanmar coup: What's happened so far?

Myanmar's military has seized power after detaining Aung San Suu Kyi and other democratically elected leaders.

Troops are patrolling the streets and a ni Myanmar’s Military Stages Coup, Detains Aung San Suu Kyi: Myanmar’s military seized power in a bloodless coup on Monday, detaining democratically elected leader Aung San Suu Kyi as it imposed a one-year state of emergency.

The intervention ended a decade of civilian rule in Myanmar, with the military justifying its power grab by alleging fraud in the Nove [SEP]"
q-2215,Correct,"A,C,D","A,C,D",C,0.9998,"[CLS] The military detained Aung San Suu Kyi and other top government figures. | In November 2020, the NLD won a resounding parliamentary election victory, awarding Aung San Suu Kyi a second term. [SEP] Myanmar’s military has detained leader Aung San Suu Kyi in a coup. Here’s what you need to know: CNN —

Myanmar’s military seized power of the Southeast Asian country in a coup on Monday, after detaining the country’s civilian leader Aung San Suu Kyi and numerous other top government figures.

In a television address, the army announced that power had been handed to the commander-in-chief of th Military stages coup in Myanmar, detains Aung San Suu Kyi: Myanmar’s military staged a coup Monday and detained senior politicians including Nobel laureate Aung San Suu Kyi — a sharp reversal of the significant, if uneven, progress toward democracy the Southeast Asian nation has made following five decades of military rule.

An announcement read on military Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser: Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser

Enlarge this image toggle caption Manan Vatsyayana/AFP via Getty Images Manan Vatsyayana/AFP via Getty Images

A court in military ruled Myanmar has convicted Aung San Suu Kyi and an Australian economic adviser to three Military coup in Myanmar, Aung San Suu Kyi detained: Myanmar’s military has taken power and declared a state of emergency after detaining civilian leader Aung San Suu Kyi and other senior government officials in a series of early morning raids that followed days of escalating tension over the outcome of the November election, which the ruling party wo Myanmar coup: Aung San Suu Kyi detained as military seizes control: Myanmar coup: Aung San Suu Kyi detained as military seizes control

1 February 2021 Share Save Share Save

Myanmar coup: What's happened so far?

Myanmar's military has seized power after detaining Aung San Suu Kyi and other democratically elected leaders.

Troops are patrolling the streets and a ni Myanmar’s Military Stages Coup, Detains Aung San Suu Kyi: Myanmar’s military seized power in a bloodless coup on Monday, detaining democratically elected leader Aung San Suu Kyi as it imposed a one-year state of emergency.

The intervention ended a decade of civilian rule in Myanmar, with the military justifying its power grab by alleging fraud in the Nove [SEP]"
q-2215,Correct,"A,C,D","A,C,D",D,0.9998,"[CLS] The military detained Aung San Suu Kyi and other top government figures. | In November 2020, the NLD won a resounding parliamentary election victory, awarding Aung San Suu Kyi a second term. [SEP] Myanmar’s military has detained leader Aung San Suu Kyi in a coup. Here’s what you need to know: CNN —

Myanmar’s military seized power of the Southeast Asian country in a coup on Monday, after detaining the country’s civilian leader Aung San Suu Kyi and numerous other top government figures.

In a television address, the army announced that power had been handed to the commander-in-chief of th Military stages coup in Myanmar, detains Aung San Suu Kyi: Myanmar’s military staged a coup Monday and detained senior politicians including Nobel laureate Aung San Suu Kyi — a sharp reversal of the significant, if uneven, progress toward democracy the Southeast Asian nation has made following five decades of military rule.

An announcement read on military Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser: Aung San Suu Kyi is convicted again in Myanmar, alongside an Australian adviser

Enlarge this image toggle caption Manan Vatsyayana/AFP via Getty Images Manan Vatsyayana/AFP via Getty Images

A court in military ruled Myanmar has convicted Aung San Suu Kyi and an Australian economic adviser to three Military coup in Myanmar, Aung San Suu Kyi detained: Myanmar’s military has taken power and declared a state of emergency after detaining civilian leader Aung San Suu Kyi and other senior government officials in a series of early morning raids that followed days of escalating tension over the outcome of the November election, which the ruling party wo Myanmar coup: Aung San Suu Kyi detained as military seizes control: Myanmar coup: Aung San Suu Kyi detained as military seizes control

1 February 2021 Share Save Share Save

Myanmar coup: What's happened so far?

Myanmar's military has seized power after detaining Aung San Suu Kyi and other democratically elected leaders.

Troops are patrolling the streets and a ni Myanmar’s Military Stages Coup, Detains Aung San Suu Kyi: Myanmar’s military seized power in a bloodless coup on Monday, detaining democratically elected leader Aung San Suu Kyi as it imposed a one-year state of emergency.

The intervention ended a decade of civilian rule in Myanmar, with the military justifying its power grab by alleging fraud in the Nove [SEP]"
q-2216,Correct,A,A,A,0.9998,"[CLS] The Iraqi parliament voted to expel US troops from Iraq. | A U.S. drone strike killed Iranian Maj. Gen. Qassem Soleimani and Abu Mahdi al-Muhandis after Muhandis picked up Soleimani from an airplane. [SEP] The Iraqi Commander Who Was Killed In U.S. Drone Strike: Abu Mahdi Al-Muhandis: Who Was The Iraqi Commander Also Killed In The Baghdad Drone Strike?

Enlarge this image toggle caption Karim Kadim/AP Karim Kadim/AP

Iranian Maj. Gen. Qassem Soleimani, killed in a drone strike early Friday, is getting the vast majority of the media attention. But several others were also killed i The Soleimani killing and 5 things to know about drones in Iraq: A US drone strike killed Iranian Gen. Qassem Soleimani last week, another chapter in the long story of how drones have been used in conflicts in Iraq. Bulletin Illustration. Soleimani photo courtesy of Khamenei.ir (Creative Commons).

The Iraqi parliament voted to boot US troops from Iraq. Iran anno Russian-made rockets hit Iraqi military airbase, drone strikes reported: Rocket, drone strikes of unknown origin target military airbase in Iraq - report Pro-Iran Iraqi outlet Sabereen News said that five drone strikes occurred, including two that hit an airbase in Iraq.

An Iron Dome launcher fires an interceptor missile as rockets are fired from Gaza, in Sderot, Israel Leveraging Iran’s Defeat to Strengthen U.S.-Iraq Security Relations: Tehran’s Iraqi proxies mostly sat out the twelve-day war, but this pragmatic restraint will not forestall growing U.S.-Iran competition over Iraq’s airspace, economic partnerships, and other sectors.

The recent military collision between Iran, Israel, and the United States did not formally involve  Defense Secretary Esper says U.S. has made no decision to leave Iraq: WASHINGTON — After the U.S. military’s letter describing plans to reposition troops within Iraq in preparation for a possible withdrawal leaked, Milley, chairman of the Joint Chiefs of Staff, called Gen. Kenneth F. McKenzie Jr., the commander of U.S. Central Command, which oversees the Middle East.  Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province: Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province The Kurdistan Regional Government’s (KRG) Interior Ministry last Friday pointed the finger at Iranian-backed militias in Iraq as the culprits behind the recent drone attacks.

Iraqi security forces sit on vehicles at a st The Iran-backed Popular Mobilization Forces is behind the drone attacks on Iraq: Iran has that Iranian dissident groups are present in the Kurdistan region.

TheKurdistan Regional Government’s (KRG) interior ministry on Friday pointed the finger at Iranian-backed militias in Iraq as culprits behind recent drone attacks.

The attacks began on June 24 when the ceasefire came into  Explosive drone downed near military base in northern Iraq: An explosive drone was intercepted and shot down near a Kurdish Peshmerga base in Kirkuk, northern Iraq, early Friday morning.

According to the Directorate General of Counter Terrorism in Iraq's Kurdistan region, the drone was downed at 1:35 a.m. local time (2235 GMT Thursday) without causing any c [SEP]"
q-2216,Correct,A,A,B,0.0001,"[CLS] The Iraqi parliament voted to expel US troops from Iraq. | During the 1980s Iran-Iraq War, Muhandis fought on the side of Iran. [SEP] The Iraqi Commander Who Was Killed In U.S. Drone Strike: Abu Mahdi Al-Muhandis: Who Was The Iraqi Commander Also Killed In The Baghdad Drone Strike?

Enlarge this image toggle caption Karim Kadim/AP Karim Kadim/AP

Iranian Maj. Gen. Qassem Soleimani, killed in a drone strike early Friday, is getting the vast majority of the media attention. But several others were also killed i The Soleimani killing and 5 things to know about drones in Iraq: A US drone strike killed Iranian Gen. Qassem Soleimani last week, another chapter in the long story of how drones have been used in conflicts in Iraq. Bulletin Illustration. Soleimani photo courtesy of Khamenei.ir (Creative Commons).

The Iraqi parliament voted to boot US troops from Iraq. Iran anno Russian-made rockets hit Iraqi military airbase, drone strikes reported: Rocket, drone strikes of unknown origin target military airbase in Iraq - report Pro-Iran Iraqi outlet Sabereen News said that five drone strikes occurred, including two that hit an airbase in Iraq.

An Iron Dome launcher fires an interceptor missile as rockets are fired from Gaza, in Sderot, Israel Leveraging Iran’s Defeat to Strengthen U.S.-Iraq Security Relations: Tehran’s Iraqi proxies mostly sat out the twelve-day war, but this pragmatic restraint will not forestall growing U.S.-Iran competition over Iraq’s airspace, economic partnerships, and other sectors.

The recent military collision between Iran, Israel, and the United States did not formally involve  Defense Secretary Esper says U.S. has made no decision to leave Iraq: WASHINGTON — After the U.S. military’s letter describing plans to reposition troops within Iraq in preparation for a possible withdrawal leaked, Milley, chairman of the Joint Chiefs of Staff, called Gen. Kenneth F. McKenzie Jr., the commander of U.S. Central Command, which oversees the Middle East.  Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province: Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province The Kurdistan Regional Government’s (KRG) Interior Ministry last Friday pointed the finger at Iranian-backed militias in Iraq as the culprits behind the recent drone attacks.

Iraqi security forces sit on vehicles at a st The Iran-backed Popular Mobilization Forces is behind the drone attacks on Iraq: Iran has that Iranian dissident groups are present in the Kurdistan region.

TheKurdistan Regional Government’s (KRG) interior ministry on Friday pointed the finger at Iranian-backed militias in Iraq as culprits behind recent drone attacks.

The attacks began on June 24 when the ceasefire came into  Explosive drone downed near military base in northern Iraq: An explosive drone was intercepted and shot down near a Kurdish Peshmerga base in Kirkuk, northern Iraq, early Friday morning.

According to the Directorate General of Counter Terrorism in Iraq's Kurdistan region, the drone was downed at 1:35 a.m. local time (2235 GMT Thursday) without causing any c [SEP]"
q-2216,Correct,A,A,C,0.0001,"[CLS] The Iraqi parliament voted to expel US troops from Iraq. | On December 27, Kataib Hezbollah attacked the K1 military base near Kirkuk, killing an American contractor and wounding American and Iraqi personnel. [SEP] The Iraqi Commander Who Was Killed In U.S. Drone Strike: Abu Mahdi Al-Muhandis: Who Was The Iraqi Commander Also Killed In The Baghdad Drone Strike?

Enlarge this image toggle caption Karim Kadim/AP Karim Kadim/AP

Iranian Maj. Gen. Qassem Soleimani, killed in a drone strike early Friday, is getting the vast majority of the media attention. But several others were also killed i The Soleimani killing and 5 things to know about drones in Iraq: A US drone strike killed Iranian Gen. Qassem Soleimani last week, another chapter in the long story of how drones have been used in conflicts in Iraq. Bulletin Illustration. Soleimani photo courtesy of Khamenei.ir (Creative Commons).

The Iraqi parliament voted to boot US troops from Iraq. Iran anno Russian-made rockets hit Iraqi military airbase, drone strikes reported: Rocket, drone strikes of unknown origin target military airbase in Iraq - report Pro-Iran Iraqi outlet Sabereen News said that five drone strikes occurred, including two that hit an airbase in Iraq.

An Iron Dome launcher fires an interceptor missile as rockets are fired from Gaza, in Sderot, Israel Leveraging Iran’s Defeat to Strengthen U.S.-Iraq Security Relations: Tehran’s Iraqi proxies mostly sat out the twelve-day war, but this pragmatic restraint will not forestall growing U.S.-Iran competition over Iraq’s airspace, economic partnerships, and other sectors.

The recent military collision between Iran, Israel, and the United States did not formally involve  Defense Secretary Esper says U.S. has made no decision to leave Iraq: WASHINGTON — After the U.S. military’s letter describing plans to reposition troops within Iraq in preparation for a possible withdrawal leaked, Milley, chairman of the Joint Chiefs of Staff, called Gen. Kenneth F. McKenzie Jr., the commander of U.S. Central Command, which oversees the Middle East.  Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province: Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province The Kurdistan Regional Government’s (KRG) Interior Ministry last Friday pointed the finger at Iranian-backed militias in Iraq as the culprits behind the recent drone attacks.

Iraqi security forces sit on vehicles at a st The Iran-backed Popular Mobilization Forces is behind the drone attacks on Iraq: Iran has that Iranian dissident groups are present in the Kurdistan region.

TheKurdistan Regional Government’s (KRG) interior ministry on Friday pointed the finger at Iranian-backed militias in Iraq as culprits behind recent drone attacks.

The attacks began on June 24 when the ceasefire came into  Explosive drone downed near military base in northern Iraq: An explosive drone was intercepted and shot down near a Kurdish Peshmerga base in Kirkuk, northern Iraq, early Friday morning.

According to the Directorate General of Counter Terrorism in Iraq's Kurdistan region, the drone was downed at 1:35 a.m. local time (2235 GMT Thursday) without causing any c [SEP]"
q-2216,Correct,A,A,D,0.0001,"[CLS] The Iraqi parliament voted to expel US troops from Iraq. | President Donald Trump withdrew the U.S. from the nuclear accord after taking office. [SEP] The Iraqi Commander Who Was Killed In U.S. Drone Strike: Abu Mahdi Al-Muhandis: Who Was The Iraqi Commander Also Killed In The Baghdad Drone Strike?

Enlarge this image toggle caption Karim Kadim/AP Karim Kadim/AP

Iranian Maj. Gen. Qassem Soleimani, killed in a drone strike early Friday, is getting the vast majority of the media attention. But several others were also killed i The Soleimani killing and 5 things to know about drones in Iraq: A US drone strike killed Iranian Gen. Qassem Soleimani last week, another chapter in the long story of how drones have been used in conflicts in Iraq. Bulletin Illustration. Soleimani photo courtesy of Khamenei.ir (Creative Commons).

The Iraqi parliament voted to boot US troops from Iraq. Iran anno Russian-made rockets hit Iraqi military airbase, drone strikes reported: Rocket, drone strikes of unknown origin target military airbase in Iraq - report Pro-Iran Iraqi outlet Sabereen News said that five drone strikes occurred, including two that hit an airbase in Iraq.

An Iron Dome launcher fires an interceptor missile as rockets are fired from Gaza, in Sderot, Israel Leveraging Iran’s Defeat to Strengthen U.S.-Iraq Security Relations: Tehran’s Iraqi proxies mostly sat out the twelve-day war, but this pragmatic restraint will not forestall growing U.S.-Iran competition over Iraq’s airspace, economic partnerships, and other sectors.

The recent military collision between Iran, Israel, and the United States did not formally involve  Defense Secretary Esper says U.S. has made no decision to leave Iraq: WASHINGTON — After the U.S. military’s letter describing plans to reposition troops within Iraq in preparation for a possible withdrawal leaked, Milley, chairman of the Joint Chiefs of Staff, called Gen. Kenneth F. McKenzie Jr., the commander of U.S. Central Command, which oversees the Middle East.  Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province: Explosive drone downed near Kurdish Peshmerga forces in Iraq's Kirkuk province The Kurdistan Regional Government’s (KRG) Interior Ministry last Friday pointed the finger at Iranian-backed militias in Iraq as the culprits behind the recent drone attacks.

Iraqi security forces sit on vehicles at a st The Iran-backed Popular Mobilization Forces is behind the drone attacks on Iraq: Iran has that Iranian dissident groups are present in the Kurdistan region.

TheKurdistan Regional Government’s (KRG) interior ministry on Friday pointed the finger at Iranian-backed militias in Iraq as culprits behind recent drone attacks.

The attacks began on June 24 when the ceasefire came into  Explosive drone downed near military base in northern Iraq: An explosive drone was intercepted and shot down near a Kurdish Peshmerga base in Kirkuk, northern Iraq, early Friday morning.

According to the Directorate General of Counter Terrorism in Iraq's Kurdistan region, the drone was downed at 1:35 a.m. local time (2235 GMT Thursday) without causing any c [SEP]"
q-2217,Correct,D,D,A,0.0001,"[CLS] Bushfire smoke created smog in Sydney, causing air quality to reach 22 times worse than standard levels and causing respiratory problems for residents. | Satellite pictures confirmed smoke from eastern New South Wales fires crossed the Tasman Sea to New Zealand. [SEP] 'Fire roars like a jet and generates its own wind': On the frontline of Australia's worst bushfire season in memory: I've been a firefighter for 20 years and these fires have delivered the worst conditions I've ever faced.

We have been responding to bushfires since the end of September and it is fair to say that as we move further into the campaign fatigue is setting in.

But every morning you get that bit of adr Australia’s bushfires are pumping out millions of tonnes of CO2: Australian CO2 emissions have surged by 250 million tonnes as a result of bushfires in New South Wales and Queensland.

Vegetation vital for absorbing CO2 is being destroyed by the blazes.

Experts say climate change is increasing the frequency and severity of the fires.

The east coast of Australia Much of Australia enjoys the same Mediterranean climate as LA. When it comes to bushfires, that doesn’t bode well: The world has watched in horror as fires continue to raze parts of Los Angeles, California. For those of us living in Australia, one of the world’s most fire-prone continents, the LA experience feels all too familiar.

A “perfect storm” of several factors resulted in the catastrophic fires now burni Bushfires in Victoria highlight government inaction on infrastructure and climate change: For nearly three weeks, a bushfire has burned through a large area in the western region of Victoria, Australia’s second most populous state. The fire has engulfed at least 76,000 hectares of land—roughly the size of Singapore.

While no injuries or deaths have been reported among residents, authori [SEP]"
q-2217,Correct,D,D,B,0.0001,"[CLS] Bushfire smoke created smog in Sydney, causing air quality to reach 22 times worse than standard levels and causing respiratory problems for residents. | The fires destroyed more than 1,400 homes. [SEP] 'Fire roars like a jet and generates its own wind': On the frontline of Australia's worst bushfire season in memory: I've been a firefighter for 20 years and these fires have delivered the worst conditions I've ever faced.

We have been responding to bushfires since the end of September and it is fair to say that as we move further into the campaign fatigue is setting in.

But every morning you get that bit of adr Australia’s bushfires are pumping out millions of tonnes of CO2: Australian CO2 emissions have surged by 250 million tonnes as a result of bushfires in New South Wales and Queensland.

Vegetation vital for absorbing CO2 is being destroyed by the blazes.

Experts say climate change is increasing the frequency and severity of the fires.

The east coast of Australia Much of Australia enjoys the same Mediterranean climate as LA. When it comes to bushfires, that doesn’t bode well: The world has watched in horror as fires continue to raze parts of Los Angeles, California. For those of us living in Australia, one of the world’s most fire-prone continents, the LA experience feels all too familiar.

A “perfect storm” of several factors resulted in the catastrophic fires now burni Bushfires in Victoria highlight government inaction on infrastructure and climate change: For nearly three weeks, a bushfire has burned through a large area in the western region of Victoria, Australia’s second most populous state. The fire has engulfed at least 76,000 hectares of land—roughly the size of Singapore.

While no injuries or deaths have been reported among residents, authori [SEP]"
